year,o_name,d_name,q50,q10,q90
2000,FJI,TKL,0,0,0
2000,FJI,TLS,0,0,0
2000,FJI,TON,67,57,81
2000,FJI,TUV,11,9,14
2000,FJI,TWN,11,9,13
2000,FJI,USA,1030,916.9,1160.3
2000,FJI,VNM,0,0,0
2000,FJI,VUT,20,17,25
2000,FJI,WLF,8,7,10
2000,FJI,WSM,6,5,7
2000,FJI,AFR,4,3,4
2000,FJI,EUR,1360.5,1198.9,1558.1
2000,FJI,ROA,26,23,30
2000,FJI,SCA,15,13,17
2000,FSM,AFG,0,0,0
2000,FSM,ASM,0,0,0
2000,FSM,AUS,0,0,1
2000,FSM,BGD,0,0,0
2000,FSM,BRN,0,0,0
2000,FSM,BTN,0,0,0
2000,FSM,CAN,0,0,0
2000,FSM,CHN,1,1,1
2000,FSM,COK,0,0,0
2000,FSM,FJI,0,0,0
2000,FSM,FSM,0,0,0
2000,FSM,GUM,158,135,184
2000,FSM,HKG,0,0,0
2000,FSM,IDN,0,0,0
2000,FSM,IND,0,0,0
2000,FSM,IRN,0,0,0
2000,FSM,JPN,97,80.9,118
2000,FSM,KHM,0,0,0
2000,FSM,KIR,0,0,0
2000,FSM,KOR,1,1,1
2000,FSM,LAO,0,0,0
2000,FSM,LKA,0,0,0
2000,FSM,MAC,0,0,0
2000,FSM,MDV,0,0,0
2000,FSM,MHL,7,5,9
2000,FSM,MMR,0,0,0
2000,FSM,MNG,0,0,0
2000,FSM,MNP,28,23,33
2000,FSM,MYS,0,0,0
2000,FSM,NCL,0,0,0
2000,FSM,NIU,0,0,0
2000,FSM,NPL,0,0,0
2000,FSM,NRU,0,0,0
2000,FSM,NZL,0,0,0
2000,FSM,PAK,0,0,0
2000,FSM,PHL,8,6,10
2000,FSM,PLW,11,9,13
2000,FSM,PNG,0,0,0
2000,FSM,PRK,0,0,0
2000,FSM,PYF,0,0,0
2000,FSM,SGP,0,0,0
2000,FSM,SLB,0,0,0
2000,FSM,THA,363,297,446.1
2000,FSM,TKL,0,0,0
2000,FSM,TLS,0,0,0
2000,FSM,TON,0,0,0
2000,FSM,TUV,0,0,0
